lead_time,stays_in_weekend_nights,stays_in_week_nights,Average Daily Rate,total_of_special_requests,is_canceled
18,2,3,169.0,0,0
53,0,4,77.86,2,0
221,1,3,45.2,2,0
96,1,3,66.24,1,0
31,0,1,134.1,1,0
26,1,4,93.18,0,0
153,1,2,154.76,0,0
274,2,6,81.76,1,0
0,0,1,58.31,0,0
3,0,2,89.0,0,0
64,2,1,117.9,1,0
2,0,1,102.7,0,0
0,0,1,105.0,0,0
73,1,5,136.5,0,0
26,0,1,48.0,1,0
10,0,3,141.0,0,0
231,4,10,93.93,0,0
1,0,1,89.0,0,0
19,1,5,239.0,3,0
10,1,2,143.0,0,0
1,0,1,115.6,1,0
116,0,3,142.33,1,0
131,2,5,90.07,0,0
50,0,3,93.78,1,0
84,0,2,120.0,1,0
118,1,5,147.9,1,0
40,1,4,60.21,1,0
134,1,3,88.4,2,0
62,2,1,177.0,0,0
30,2,0,109.1,1,0
0,0,1,48.0,0,0
68,1,2,79.2,2,0
27,0,2,231.0,2,0
3,1,0,121.0,1,0
2,0,3,150.0,1,0
28,2,4,105.5,2,0
19,0,1,135.0,0,0
43,2,5,140.0,1,0
59,2,3,230.0,4,0
142,0,3,99.3,0,0
150,2,4,99.45,2,0
144,2,3,112.03,1,0
18,1,2,173.0,3,0
181,1,3,108.0,1,0
15,0,1,121.6,1,0
125,1,5,121.55,2,0
2,1,3,122.0,2,0
1,0,1,153.0,0,0
0,0,0,0.0,3,0
1,0,1,65.0,2,0
0,1,0,62.73,0,0
140,2,5,141.71,1,0
111,0,2,168.3,3,0
78,0,1,105.3,1,0
12,0,2,127.8,0,0
0,0,1,60.0,1,0
30,0,2,120.0,1,0
167,0,2,125.1,3,0
0,0,1,90.0,1,0
10,1,2,79.2,0,0
13,0,2,210.0,1,0
1,0,2,154.0,0,0
120,0,3,132.3,2,0
9,0,3,81.5,1,0
90,1,4,161.7,0,0
68,1,3,88.4,1,0
1,0,1,48.0,0,0
0,1,0,80.0,0,0
29,1,2,160.0,1,0
5,0,2,166.5,2,0
3,0,3,83.0,1,0
8,2,1,324.0,1,0
1,0,1,160.0,2,0
6,1,1,128.0,1,0
207,0,1,108.9,3,0
133,2,3,70.04,2,0
3,0,3,156.33,2,0
36,2,0,135.9,1,0
112,2,3,135.0,1,0
212,2,2,135.9,4,0
250,1,5,114.37,1,0
24,0,2,115.5,1,0
192,1,5,215.33,2,0
147,2,5,149.5,2,0
187,1,2,122.8,2,0
146,2,3,111.6,2,0
115,0,3,135.9,2,0
3,1,0,89.0,1,0
13,0,1,118.0,0,0
25,1,2,129.0,2,0
6,0,2,69.5,3,0
0,0,2,116.0,0,0
72,1,1,96.3,1,0
253,2,3,89.1,0,0
4,2,2,78.71,0,0
104,3,6,120.8,3,0
174,2,2,99.45,1,0
144,0,3,130.5,1,0
125,2,5,168.14,0,0
4,0,1,88.0,1,0
3,1,0,123.0,0,0
12,2,6,50.66,0,0
47,0,3,95.4,1,0
5,0,2,56.0,1,0
1,0,2,80.0,0,0
316,2,5,131.59,1,0
41,0,2,123.5,0,0
4,2,2,117.37,1,0
213,0,4,118.15,1,0
24,0,3,81.0,2,0
47,2,1,171.0,0,0
94,0,2,85.5,1,0
30,2,1,180.0,0,0
55,0,1,94.5,0,0
285,2,5,64.37,3,0
3,0,1,87.78,0,0
190,2,7,110.9,0,0
8,2,0,196.0,2,0
7,1,1,131.0,2,0
207,4,6,78.61,1,0
9,0,2,83.16,1,0
74,0,1,144.0,2,0
96,0,4,107.0,0,0
164,2,2,126.9,1,0
29,0,2,60.0,1,0
102,0,1,140.4,0,0
46,2,4,77.35,1,0
21,2,1,125.0,1,0
208,2,1,161.1,1,0
13,0,2,94.0,1,0
99,2,4,107.95,1,0
0,0,1,48.0,2,0
45,1,4,37.8,1,0
148,2,2,127.8,0,0
110,2,5,119.85,4,0
36,1,2,109.0,1,0
5,0,1,86.0,3,0
9,0,1,106.26,1,0
26,1,0,79.5,1,0
150,1,0,112.5,0,0
80,2,1,65.45,1,0
21,0,1,105.0,1,0
29,0,1,120.0,1,0
15,0,3,122.33,1,0
59,1,4,115.0,0,0
130,0,3,139.5,2,0
49,2,2,69.11,0,0
11,0,1,230.0,0,0
116,2,3,99.45,1,0
12,2,2,177.0,2,0
40,1,4,75.53,1,0
11,1,0,95.0,0,0
170,1,2,105.3,0,0
44,1,3,101.34,1,0
122,0,4,131.03,0,0
150,2,5,73.71,2,0
238,1,4,110.0,1,0
6,1,2,83.67,0,0
112,0,4,166.0,1,0
202,2,1,149.4,2,0
95,1,3,90.95,2,0
23,0,1,89.0,0,0
63,1,2,34.56,0,0
103,1,3,95.88,1,0
98,2,2,130.5,0,0
258,0,1,79.2,2,0
138,0,2,130.5,1,0
39,1,4,140.0,2,0
129,1,1,130.5,2,0
58,0,2,138.0,1,0
1,1,1,139.0,1,0
193,2,5,90.95,1,0
20,2,1,257.67,2,0
93,2,2,135.0,1,0
99,0,4,68.07,1,0
51,0,4,187.85,2,0
94,0,2,126.0,3,0
189,2,2,70.44,1,0
187,1,2,108.9,3,0
37,0,4,135.0,2,0
14,2,2,226.0,1,0
78,2,3,82.45,0,0
1,0,2,68.0,1,0
1,0,2,78.98,1,0
179,2,4,90.95,1,0
53,1,3,81.7,1,0
60,0,1,62.0,1,0
0,1,1,85.86,1,0
226,2,2,30.24,1,0
191,3,5,196.0,0,0
40,1,0,108.0,1,0
104,1,2,138.6,2,0
1,0,2,115.0,1,0
6,0,0,0.0,1,0
1,0,3,211.0,0,0
43,2,8,116.28,0,0
92,1,5,207.33,1,0
162,0,3,175.5,1,0
18,0,2,67.22,1,0
120,1,4,74.8,2,0
119,0,2,146.7,2,0
34,1,3,95.17,1,0
7,0,1,240.0,1,0
142,0,3,86.1,0,0
88,1,1,89.0,1,0
9,0,2,177.0,2,0
128,0,3,171.0,2,0
204,0,2,202.0,3,0
16,0,2,120.0,1,0
0,1,0,130.0,0,0
327,2,7,174.8,1,0
89,0,2,86.4,0,0
0,0,1,87.78,0,0
103,2,2,164.0,1,0
94,2,3,120.6,1,0
22,1,3,99.24,0,0
38,0,4,170.0,2,0
8,0,4,107.44,0,0
0,0,1,96.0,1,0
57,2,1,117.0,1,0
67,1,3,70.84,1,0
74,0,2,140.0,1,0
0,1,0,115.0,0,0
17,1,0,95.0,0,0
0,0,1,56.0,0,0
4,0,5,149.0,1,0
111,2,3,87.0,0,0
23,0,2,185.99,1,0
23,2,2,180.25,0,0
2,0,2,162.0,1,0
4,2,0,280.0,2,0
111,0,5,190.0,2,0
45,0,1,152.1,1,0
93,1,2,93.6,2,0
7,0,3,67.5,1,0
3,0,2,159.0,1,0
9,2,2,179.0,2,0
14,2,2,85.0,1,0
1,0,1,124.0,0,0
69,2,1,99.3,0,0
7,1,2,205.0,2,0
23,0,2,145.0,2,0
173,2,4,173.7,1,0
134,0,4,89.25,0,0
36,0,2,114.8,2,0
10,0,0,0.0,0,0
38,2,3,116.6,1,0
2,0,3,97.0,4,0
84,0,3,183.0,0,0
85,2,5,193.77,0,0
212,1,3,182.25,0,0
2,1,4,188.0,2,0
0,0,1,159.0,1,0
26,0,2,140.0,2,0
140,2,1,131.7,2,0
113,2,5,273.86,3,0
45,0,3,128.4,0,0
1,0,2,196.42,1,0
233,1,5,85.2,1,0
0,0,2,144.0,0,0
180,0,1,97.54,1,0
37,2,2,58.0,2,0
33,1,2,102.37,1,0
181,1,0,76.5,2,0
25,2,3,104.2,1,0
30,0,2,92.0,1,0
24,0,1,141.0,0,0
204,1,2,59.07,0,0
66,1,3,152.15,1,0
84,2,3,127.8,0,0
26,2,1,124.0,3,0
30,1,2,206.52,1,0
105,1,2,76.5,1,0
70,2,0,105.0,1,0
31,2,2,77.23,0,0
248,0,4,89.1,1,0
12,1,4,264.0,2,0
29,1,2,135.2,1,0
70,2,3,61.56,2,0
153,2,1,152.1,0,0
9,0,4,44.8,1,0
133,2,5,132.43,0,0
68,2,5,92.35,1,0
73,0,2,79.2,1,0
121,2,2,104.0,1,0
94,2,1,107.53,1,0
46,2,2,90.55,1,0
15,0,3,109.0,1,0
234,0,3,156.6,2,0
3,0,3,43.73,1,0
2,0,1,197.0,1,0
41,0,4,62.0,0,0
88,0,3,128.0,2,0
140,3,5,215.5,0,0
5,0,1,66.0,1,0
14,1,3,170.43,1,0
67,2,2,146.2,2,0
139,1,1,139.5,2,0
18,2,2,91.8,3,0
10,1,1,150.0,2,0
16,1,4,116.4,2,0
181,2,2,103.95,1,0
5,0,3,93.29,1,0
41,2,0,99.0,1,0
168,1,1,159.3,0,0
0,0,2,150.0,1,0
1,0,1,149.0,1,0
71,2,3,45.9,0,0
109,1,4,97.75,0,0
192,1,3,110.18,0,0
72,0,2,259.0,1,0
17,0,3,113.33,1,0
0,0,1,107.0,1,0
156,2,2,80.75,1,0
18,1,2,129.0,1,0
36,0,1,120.0,0,0
11,1,4,102.0,0,0
122,2,1,145.53,1,0
91,0,2,113.4,0,0
1,1,3,89.0,0,0
65,2,6,167.0,2,0
8,2,5,75.81,1,0
34,2,3,95.47,1,0
58,2,3,157.8,0,0
207,2,7,120.48,1,0
184,0,3,138.9,1,0
88,1,2,135.0,2,0
0,1,0,139.5,2,0
16,1,0,137.0,2,0
1,1,1,90.0,1,0
54,2,3,198.9,2,0
33,2,6,67.0,1,0
78,2,5,106.84,2,0
31,0,1,43.0,1,0
99,2,1,144.0,0,0
23,0,2,96.0,2,0
42,2,1,108.0,3,0
60,2,5,164.0,0,0
157,2,4,175.5,0,0
110,2,3,98.0,0,0
114,0,3,125.0,3,0
47,0,2,130.0,1,0
18,0,1,81.0,2,0
118,2,5,29.16,1,0
67,0,3,69.5,1,0
5,0,1,88.0,1,0
159,1,1,84.0,1,0
16,0,0,0.0,1,0
57,2,3,79.0,1,0
228,2,1,93.3,0,0
15,2,2,166.6,2,0
0,0,1,89.0,0,0
196,2,3,87.67,1,0
4,1,0,98.0,1,0
33,1,0,89.1,1,0
167,1,2,152.1,1,0
0,0,1,79.2,0,0
100,2,1,63.75,2,0
8,2,2,204.0,0,0
166,0,2,280.0,0,0
51,1,2,164.4,1,0
7,1,2,92.0,1,0
205,1,2,126.9,2,0
160,1,1,148.5,1,0
123,2,1,105.3,1,0
69,1,2,101.7,1,0
84,0,3,97.2,2,0
75,2,3,91.8,1,0
14,0,3,114.0,1,0
55,1,1,154.0,0,0
12,2,5,206.36,0,0
4,2,3,67.0,1,0
9,0,4,90.0,1,0
12,2,1,153.33,1,0
12,2,0,108.0,1,0
24,2,2,76.16,0,0
53,1,2,94.5,1,0
8,2,4,96.9,1,0
28,0,4,91.8,1,0
70,0,3,115.0,0,0
55,2,5,148.75,4,0
86,1,2,117.9,0,0
193,1,3,99.45,1,0
3,1,2,140.0,2,0
149,2,3,49.0,1,0
57,2,3,201.0,0,0
150,2,1,107.63,1,0
219,2,2,117.0,1,0
31,0,2,108.0,0,0
46,2,3,77.35,2,0
203,1,3,102.85,2,0
36,0,1,95.0,0,0
36,3,6,89.2,2,0
14,2,2,132.5,0,0
25,1,0,77.77,0,0
6,2,3,68.67,0,0
17,2,5,49.71,0,0
43,2,1,92.4,1,0
21,1,1,180.0,2,0
1,0,3,87.27,0,0
43,2,2,127.1,3,0
93,4,10,88.2,0,0
48,0,1,89.1,1,0
0,0,1,48.0,1,0
280,1,5,89.1,2,0
6,0,2,109.0,1,0
132,2,4,100.87,1,0
132,2,3,148.5,2,0
77,1,2,168.3,2,0
40,0,5,125.66,2,0
18,1,1,300.0,4,0
129,0,2,139.99,2,0
258,2,2,88.83,1,0
48,2,2,168.3,0,0
7,1,0,72.16,0,0
11,0,4,155.0,1,0
46,1,2,120.0,2,0
151,2,8,131.75,1,0
0,0,1,109.0,1,0
19,0,4,134.3,1,0
226,2,2,30.24,0,0
5,0,1,89.0,0,0
14,1,2,102.41,2,0
32,0,1,135.9,2,0
8,2,5,80.0,2,0
87,2,3,144.0,0,0
31,2,2,53.2,2,0
282,1,3,83.3,1,0
53,1,4,92.02,1,0
5,0,2,136.0,1,0
26,0,4,89.0,1,0
25,0,3,119.0,1,0
100,1,3,225.0,0,0
148,4,10,40.1,2,0
38,2,5,135.0,1,0
9,1,2,140.0,3,0
1,1,1,93.0,0,0
71,2,2,90.95,1,0
197,0,3,192.66,2,0
101,1,1,134.1,1,0
104,2,1,91.6,2,0
17,1,3,74.8,0,0
36,2,5,59.14,2,0
0,2,2,151.0,1,0
20,1,2,125.0,0,0
11,1,3,141.95,2,0
0,0,0,0.0,2,0
132,0,4,57.8,4,0
178,1,3,94.26,2,0
67,1,2,106.2,1,0
49,1,4,115.4,2,0
77,2,1,139.8,0,0
179,1,2,149.4,2,0
37,1,0,87.2,1,0
132,0,2,79.2,0,0
131,1,5,211.0,2,0
276,3,5,138.38,2,0
85,1,3,89.7,2,0
74,1,4,101.87,2,0
90,1,2,76.5,1,0
23,0,1,166.0,1,0
57,2,5,179.86,1,0
31,2,2,90.78,0,0
189,1,1,79.2,2,0
6,1,1,359.0,2,0
248,0,2,118.0,0,0
4,0,2,115.0,0,0
75,1,1,78.0,0,0
9,0,2,48.0,1,0
0,0,1,109.8,3,0
211,1,2,106.72,1,0
26,1,2,53.33,1,0
152,0,1,114.3,1,0
40,2,3,110.7,0,0
45,2,2,37.8,1,0
134,0,2,105.3,1,0
117,0,2,108.9,1,0
7,0,1,119.0,1,0
56,0,1,284.0,4,0
32,1,4,68.0,2,0
16,0,1,69.0,3,0
100,2,1,72.25,2,0
98,2,1,156.6,1,0
39,2,3,57.6,1,0
136,2,5,117.0,1,0
169,0,3,131.7,1,0
49,0,3,126.0,2,0
46,1,2,102.0,1,0
190,2,5,120.6,0,0
18,2,2,102.6,2,0
8,0,1,111.35,1,0
8,0,2,60.0,1,0
22,0,1,149.0,2,0
3,1,0,134.0,0,0
342,2,5,158.85,3,0
1,0,2,131.0,1,0
242,2,2,95.13,1,0
149,0,4,74.8,2,0
289,1,3,110.7,0,0
49,2,2,126.9,1,0
45,1,4,94.0,2,0
38,2,1,68.14,1,0
143,0,1,97.54,1,0
60,2,2,71.4,0,0
29,2,5,81.54,1,0
93,2,3,126.15,1,0
170,0,3,102.6,1,0
41,2,5,194.29,2,0
64,2,5,82.0,1,0
0,0,1,120.0,1,0
172,1,2,118.2,1,0
150,1,2,96.3,3,0
53,0,1,135.9,1,0
43,0,1,119.0,1,0
46,0,3,98.4,1,0
13,0,1,70.2,0,0
9,1,0,150.0,2,0
287,0,2,107.1,2,0
251,1,1,73.35,1,0
195,1,4,130.05,0,0
110,1,1,99.0,2,0
56,1,1,261.0,2,0
36,0,1,102.6,2,0
0,0,1,162.0,0,0
17,0,2,164.0,2,0
0,0,1,169.0,0,0
4,0,4,198.5,1,0
80,2,5,237.71,0,0
107,1,3,65.49,0,0
186,2,3,68.55,0,0
81,1,3,77.89,1,0
1,1,0,38.4,0,0
55,0,3,97.2,2,0
92,1,3,74.8,1,0
183,2,1,105.3,1,0
27,1,3,181.75,1,0
117,0,2,123.3,1,0
9,0,3,104.8,0,0
6,2,4,106.89,3,0
4,0,2,62.37,0,0
127,1,2,152.4,0,0
232,2,5,50.59,1,0
155,2,4,54.2,1,0
121,2,1,29.16,2,0
204,1,2,107.1,3,0
26,1,3,169.0,1,0
193,2,7,90.95,0,0
5,2,2,89.89,1,0
52,0,3,46.8,2,0
96,1,5,146.0,3,0
17,0,3,122.67,2,0
89,0,3,126.0,1,0
0,1,0,89.0,0,0
120,1,1,95.2,0,0
30,1,3,88.4,3,0
35,0,3,169.0,1,0
86,0,1,79.5,1,0
9,2,4,130.17,2,0
1,0,1,112.42,1,0
1,1,2,139.33,1,0
348,2,3,90.1,1,0
19,0,1,184.5,3,0
12,1,4,209.0,2,0
242,2,5,81.0,2,0
3,0,1,48.0,2,0
35,2,5,260.71,1,0
1,0,1,150.0,1,0
11,2,3,119.7,1,0
0,0,1,79.0,0,0
43,2,5,145.71,1,0
18,2,0,141.0,2,0
124,1,2,120.6,0,0
102,2,5,86.82,1,0
106,1,3,63.14,1,0
14,2,0,97.0,0,0
0,0,1,85.0,0,0
15,2,0,48.0,2,0
9,1,2,160.0,1,0
228,1,3,123.25,3,0
62,1,3,88.4,3,0
39,2,3,91.8,1,0
65,2,1,88.22,1,0
291,2,4,80.75,2,0
36,0,2,119.5,2,0
3,0,2,87.01,1,0
104,0,2,96.3,2,0
66,2,2,106.0,0,0
97,2,3,126.0,0,0
1,0,1,93.0,0,0
1,1,5,80.0,2,0
0,2,1,150.0,1,0
24,1,3,164.78,2,0
4,2,1,187.0,3,0
52,1,3,99.9,1,0
339,2,5,130.5,1,0
55,1,3,151.0,1,0
198,0,2,99.0,0,0
57,2,2,54.4,1,0
66,2,2,136.0,0,0
14,0,2,249.0,0,0
4,1,0,110.71,0,0
233,2,5,114.29,2,0
65,2,3,78.0,1,0
1,1,0,56.0,1,0
181,2,5,74.49,0,0
30,0,2,94.0,1,0
113,0,2,76.0,0,0
7,1,0,170.0,1,0
47,2,2,93.6,2,0
20,1,4,61.2,0,0
75,3,6,150.45,0,0
85,1,1,131.4,1,0
52,1,5,176.67,1,0
112,0,0,0.0,0,0
76,0,2,102.2,1,0
34,0,2,120.6,3,0
43,0,2,140.0,2,0
34,1,0,207.9,1,0
2,0,4,130.0,2,0
91,2,1,127.8,2,0
2,2,1,194.0,1,0
23,2,2,180.25,0,0
41,0,1,99.9,1,0
0,0,1,43.0,3,0
76,1,1,146.8,3,0
128,1,2,116.32,2,0
64,1,1,80.0,1,0
173,1,1,216.0,0,0
199,1,0,126.0,1,0
131,2,3,99.0,2,0
4,0,1,85.0,3,0
27,0,4,84.0,1,0
248,1,4,54.0,1,0
75,1,4,88.4,1,0
25,1,3,77.0,2,0
0,0,3,85.67,1,0
108,1,1,127.1,0,0
103,0,1,89.25,0,0
1,0,1,135.0,1,0
37,2,4,186.5,0,0
6,0,2,79.2,0,0
134,2,2,80.75,1,0
0,1,0,120.0,1,0
204,2,5,68.43,0,0
41,2,2,140.0,1,0
24,0,3,106.33,1,0
187,2,1,159.9,3,0
41,0,3,117.9,1,0
5,1,2,44.4,1,0
87,2,2,80.75,2,0
19,1,0,87.85,1,0
1,2,4,79.0,0,0
3,2,1,98.0,1,0
43,3,5,316.0,1,0
178,1,2,85.0,1,0
85,2,4,108.3,1,0
4,0,1,48.0,1,0
160,1,3,36.86,1,0
91,2,0,134.1,0,0
81,1,3,114.75,1,0
93,0,2,121.5,2,0
13,1,0,89.0,2,0
5,0,2,122.0,1,0
48,0,3,140.0,2,0
13,0,1,89.0,0,0
28,0,1,103.5,0,0
195,1,1,130.5,1,0
16,2,3,221.0,2,0
130,2,4,65.7,2,0
11,2,2,133.5,1,0
22,0,3,227.0,2,0
1,1,0,75.0,2,0
77,1,2,80.3,1,0
219,0,2,136.1,1,0
134,0,4,89.25,0,0
153,2,5,118.29,2,0
84,1,3,149.18,1,0
5,0,1,89.0,0,0
79,2,1,112.5,1,0
2,0,2,179.0,1,0
107,0,3,126.0,0,0
0,0,3,142.67,1,0
23,3,9,53.9,1,0
54,2,5,114.63,0,0
169,2,1,68.61,1,0
1,0,1,129.0,0,0
80,2,5,101.77,3,0
21,1,1,77.4,2,0
26,2,5,270.51,2,0
69,2,3,153.05,1,0
102,2,3,118.8,0,0
62,1,4,112.2,0,0
62,2,3,167.79,2,0
177,0,2,49.5,2,0
75,0,1,180.2,1,0
6,0,5,66.53,2,0
9,1,2,183.33,1,0
220,1,2,99.2,1,0
48,0,2,131.0,2,0
1,0,1,110.0,0,0
36,2,5,33.94,1,0
22,1,1,87.0,1,0
149,0,1,95.4,0,0
1,0,5,67.0,0,0
90,0,3,134.0,1,0
68,2,1,121.5,2,0
31,2,3,191.39,1,0
4,0,2,183.5,2,0
8,2,4,169.0,2,0
109,0,4,225.0,1,0
39,0,3,57.28,1,0
60,0,3,85.8,0,0
7,2,1,91.73,0,0
196,2,5,55.96,2,0
9,2,0,35.12,2,0
92,1,2,103.5,3,0
1,0,1,48.0,1,0
4,2,1,48.0,1,0
63,2,1,80.3,0,0
71,0,2,110.0,1,0
163,2,2,95.0,2,0
0,0,1,149.4,1,0
82,0,2,240.0,3,0
42,1,3,235.0,0,0
93,1,3,99.0,4,0
21,1,3,54.0,2,0
243,0,3,65.18,0,0
4,1,2,74.0,2,0
92,0,3,95.59,1,0
0,0,2,48.0,1,0
29,0,1,99.0,2,0
24,0,2,89.0,0,0
66,0,2,176.33,2,0
121,2,3,74.54,0,0
145,1,0,85.5,1,0
173,2,7,104.7,1,0
9,0,1,131.0,2,0
3,0,1,67.0,1,0
0,0,3,18.6,2,0
15,1,2,231.67,2,0
168,2,2,107.1,2,0
11,0,1,78.8,0,0
54,1,1,107.41,1,0
73,0,2,60.29,1,0
17,2,3,105.0,2,0
63,0,3,73.15,1,0
179,2,2,90.95,1,0
220,1,2,99.2,1,0
145,2,3,123.0,1,0
37,1,1,94.5,0,0
28,0,2,43.89,1,0
101,0,2,53.0,0,0
28,2,1,142.0,2,0
7,1,3,115.0,1,0
21,2,4,93.0,1,0
34,2,3,94.3,0,0
12,2,5,240.86,1,0
148,0,3,105.3,0,0
0,0,2,79.2,1,0
23,2,1,170.0,2,0
8,0,3,70.0,1,0
215,1,2,96.3,2,0
151,1,2,136.33,1,0
47,2,5,67.92,1,0
6,0,3,67.19,1,0
300,0,2,67.5,3,0
38,1,3,174.0,3,0
13,0,1,48.0,0,0
14,0,3,81.0,1,0
49,1,3,105.9,2,0
96,0,2,79.2,3,0
69,2,5,195.43,2,0
26,2,2,169.0,2,0
256,0,2,109.1,2,0
18,0,2,56.05,1,0
19,2,2,122.88,2,0
40,0,2,63.0,2,0
71,2,2,137.1,1,0
71,0,1,79.2,2,0
31,2,2,79.48,1,0
178,2,3,100.3,0,0
137,1,4,88.4,1,0
0,2,0,9.0,0,0
19,0,3,165.6,0,0
7,0,4,99.0,1,0
6,0,4,90.0,2,0
115,0,2,85.0,2,0
303,0,5,107.38,1,0
24,1,4,78.15,1,0
81,2,3,120.0,1,0
22,2,2,83.0,2,0
109,0,3,90.0,1,0
0,0,1,114.0,1,0
152,2,5,48.98,0,0
93,0,3,113.4,3,0
7,0,1,43.0,1,0
21,0,3,105.0,2,0
108,1,3,161.5,0,0
56,0,2,93.6,2,0
126,2,4,117.0,0,0
59,2,0,86.0,1,0
47,0,2,105.5,2,0
18,1,3,160.0,2,0
17,1,1,187.0,0,0
9,1,3,190.4,1,0
163,2,2,131.5,1,0
51,2,6,173.0,0,0
164,0,2,94.5,1,0
47,2,0,116.1,0,0
192,2,3,76.5,2,0
1,0,3,120.0,1,0
169,2,3,248.0,3,0
45,0,4,161.1,1,0
4,1,4,86.0,1,0
0,0,1,107.0,0,0
64,1,3,94.5,1,0
85,1,1,114.3,2,0
317,1,2,99.0,1,0
131,2,1,121.5,1,0
30,0,4,92.94,0,0
40,0,3,99.71,2,0
163,1,2,122.4,2,0
1,0,2,62.4,0,0
39,2,1,46.4,1,0
13,0,1,152.0,2,0
277,0,2,96.3,2,0
223,2,3,112.7,0,0
132,2,7,58.2,0,0
76,2,3,153.0,2,0
8,2,2,144.5,1,0
64,1,1,200.1,1,0
6,2,3,195.8,1,0
13,1,0,96.0,0,0
9,0,1,65.0,0,0
71,0,3,88.0,1,0
69,1,3,117.0,0,0
70,0,4,98.1,0,0
32,2,2,80.4,1,0
1,0,2,48.0,1,0
5,1,3,40.4,1,0
109,0,3,130.33,0,0
43,0,4,124.1,3,0
14,0,2,74.48,0,0
0,1,0,89.0,0,0
127,2,0,99.0,0,0
11,1,5,196.0,0,0
121,1,2,123.3,1,0
120,0,4,225.0,1,0
18,1,3,180.0,2,0
155,0,2,72.0,0,0
8,0,1,43.0,1,0
7,0,3,225.36,3,0
208,0,3,131.7,0,0
17,2,2,89.89,2,0
9,2,0,115.0,1,0
0,1,0,85.0,0,0
30,0,2,86.4,0,0
345,2,7,219.0,3,0
14,1,0,147.0,1,0
27,1,0,229.6,0,0
48,1,1,206.0,1,0
60,0,2,62.18,1,0
14,2,2,56.0,1,0
18,2,3,89.0,1,0
65,2,5,58.0,1,0
72,0,3,108.11,0,0
23,0,2,93.0,0,0
167,1,2,90.9,0,0
86,0,1,85.5,1,0
6,1,0,105.0,2,0
17,0,3,159.0,1,0
34,1,3,108.0,0,0
2,0,1,72.0,0,0
77,1,4,121.35,3,0
27,1,2,130.0,2,0
135,2,2,92.28,2,0
28,0,3,108.42,1,0
25,0,3,129.0,0,0
47,0,1,101.7,1,0
41,1,3,125.0,0,0
109,2,7,50.06,1,0
136,0,3,83.16,0,0
62,2,5,73.44,0,0
228,1,4,90.95,1,0
61,0,3,67.0,2,0
133,2,5,55.44,2,0
330,1,2,99.0,2,0
71,1,0,146.7,2,0
142,2,4,99.0,2,0
33,0,1,160.0,2,0
7,2,3,121.0,2,0
0,1,0,90.0,1,0
6,0,4,149.45,0,0
233,2,3,111.06,2,0
29,1,2,92.0,1,0
150,0,2,117.0,1,0
25,0,1,88.0,2,0
61,2,2,48.0,2,0
113,2,4,70.68,1,0
6,0,3,122.16,1,0
214,0,3,117.9,1,0
68,2,2,70.69,1,0
115,0,4,70.03,2,0
183,1,2,100.8,2,0
3,2,2,54.0,1,0
50,2,5,101.68,0,0
119,0,4,116.45,1,0
56,1,2,107.1,1,0
15,0,2,141.68,1,0
321,0,4,39.0,4,0
109,1,3,155.0,1,0
256,1,2,107.1,2,0
1,0,1,66.0,2,0
152,2,5,82.0,1,0
4,0,4,127.0,2,0
108,2,5,146.7,1,0
156,3,6,78.2,1,0
180,2,6,99.68,1,0
0,0,1,89.0,0,0
0,0,2,138.0,0,0
0,2,2,180.0,1,0
220,1,2,99.2,1,0
28,2,2,77.39,1,0
29,1,3,130.68,1,0
12,1,1,72.0,1,0
4,0,2,87.0,1,0
2,1,0,89.0,1,0
86,1,2,90.0,2,0
83,1,4,154.35,2,0
150,2,5,85.59,3,0
1,1,3,212.5,3,0
77,0,2,109.8,0,0
1,0,1,130.0,1,0
132,1,5,213.0,2,0
14,0,2,173.0,1,0
22,0,2,108.57,1,0
46,1,2,117.9,1,0
13,1,2,186.67,2,0
131,1,2,137.7,2,0
63,1,2,99.9,1,0
201,2,2,125.1,5,0
10,2,1,129.0,1,0
214,2,4,115.8,0,0
95,0,3,120.0,1,0
49,2,2,180.0,1,0
72,0,2,162.0,1,0
8,0,1,107.0,0,0
15,1,2,91.67,0,0
20,0,2,190.0,2,0
74,0,4,107.1,1,0
3,0,2,164.0,1,0
324,1,2,128.0,1,0
15,1,2,164.0,0,0
24,2,5,198.31,1,0
2,0,1,230.0,1,0
1,2,2,135.75,2,0
151,2,3,76.5,2,0
224,2,1,128.7,2,0
2,0,2,123.0,1,0
18,1,1,130.0,1,0
176,0,1,85.68,0,0
47,2,1,81.9,1,0
212,0,2,99.0,1,0
29,2,3,155.64,2,0
9,0,2,195.0,1,0
34,0,1,88.0,2,0
192,2,2,176.95,1,0
136,0,2,90.9,1,0
145,0,2,118.8,0,0
146,2,2,64.67,1,0
2,0,1,97.0,1,0
6,1,4,207.0,0,0
56,2,2,72.42,1,0
62,0,3,109.8,1,0
43,0,3,106.8,0,0
26,0,1,86.0,2,0
37,0,1,89.4,0,0
2,0,1,101.0,1,0
73,0,1,60.98,1,0
156,2,5,110.0,1,0
128,2,4,77.1,2,0
82,2,4,83.87,2,0
2,0,2,209.5,2,0
52,1,2,94.5,3,0
5,1,0,58.0,1,0
43,1,1,94.5,1,0
212,1,5,140.0,1,0
0,1,3,46.4,0,0
0,0,4,59.94,0,0
29,0,1,80.0,2,0
114,2,3,119.0,3,0
9,0,1,115.0,2,0
168,1,3,107.1,1,0
59,1,1,99.9,1,0
1,1,0,66.22,1,0
70,1,3,70.0,2,0
